"","Sex","CensusYear","Province.County.or.City","Birthplace","value"
"7274","Male","2011","Dublin City","Asia (2)",10909
"7275","Female","2011","Dublin City","Asia (2)",9659
"7276","Both sexes","2011","Dún Laoghaire-Rathdown","Asia (2)",5787
"7277","Male","2011","Dún Laoghaire-Rathdown","Asia (2)",2702
"7278","Female","2011","Dún Laoghaire-Rathdown","Asia (2)",3085
"7279","Both sexes","2011","Fingal","Asia (2)",7898
"7280","Male","2011","Fingal","Asia (2)",3966
"7281","Female","2011","Fingal","Asia (2)",3932
"7282","Both sexes","2011","South Dublin","Asia (2)",7925
"7283","Male","2011","South Dublin","Asia (2)",4041
"7284","Female","2011","South Dublin","Asia (2)",3884
"7285","Both sexes","2011","Kildare","Asia (2)",3165
"7286","Male","2011","Kildare","Asia (2)",1559
"7287","Female","2011","Kildare","Asia (2)",1606
"7288","Both sexes","2011","Kilkenny","Asia (2)",810
"7289","Male","2011","Kilkenny","Asia (2)",406
"7290","Female","2011","Kilkenny","Asia (2)",404
"7291","Both sexes","2011","Laois","Asia (2)",899
"7292","Male","2011","Laois","Asia (2)",462
"7293","Female","2011","Laois","Asia (2)",437
"7294","Both sexes","2011","Longford","Asia (2)",346
"7295","Male","2011","Longford","Asia (2)",184
"7296","Female","2011","Longford","Asia (2)",162
"7297","Both sexes","2011","Louth","Asia (2)",1697
"7298","Male","2011","Louth","Asia (2)",851
"7299","Female","2011","Louth","Asia (2)",846
"7300","Both sexes","2011","Meath","Asia (2)",1822
"7301","Male","2011","Meath","Asia (2)",857
"7302","Female","2011","Meath","Asia (2)",965
"7303","Both sexes","2011","Offaly","Asia (2)",652
"7304","Male","2011","Offaly","Asia (2)",321
"7305","Female","2011","Offaly","Asia (2)",331
"7306","Both sexes","2011","Westmeath","Asia (2)",1526
"7307","Male","2011","Westmeath","Asia (2)",837
"7308","Female","2011","Westmeath","Asia (2)",689
"7309","Both sexes","2011","Wexford","Asia (2)",867
"7310","Male","2011","Wexford","Asia (2)",412
"7311","Female","2011","Wexford","Asia (2)",455
"7312","Both sexes","2011","Wicklow","Asia (2)",1877
"7313","Male","2011","Wicklow","Asia (2)",916
"7314","Female","2011","Wicklow","Asia (2)",961
"7315","Both sexes","2011","Munster","Asia (2)",14355
"7316","Male","2011","Munster","Asia (2)",7481
"7317","Female","2011","Munster","Asia (2)",6874
"7318","Both sexes","2011","Clare","Asia (2)",1223
"7319","Male","2011","Clare","Asia (2)",607
"7320","Female","2011","Clare","Asia (2)",616
"7321","Both sexes","2011","Cork","Asia (2)",6248
"7322","Male","2011","Cork","Asia (2)",3159
"7323","Female","2011","Cork","Asia (2)",3089
"7324","Both sexes","2011","Cork City","Asia (2)",2666
"7325","Male","2011","Cork City","Asia (2)",1472
"7326","Female","2011","Cork City","Asia (2)",1194
"7327","Both sexes","2011","Cork County","Asia (2)",3582
"7328","Male","2011","Cork County","Asia (2)",1687
"7329","Female","2011","Cork County","Asia (2)",1895
"7330","Both sexes","2011","Kerry","Asia (2)",1565
"7331","Male","2011","Kerry","Asia (2)",817
"7332","Female","2011","Kerry","Asia (2)",748
"7333","Both sexes","2011","Limerick","Asia (2)",2712
"7334","Male","2011","Limerick","Asia (2)",1558
"7335","Female","2011","Limerick","Asia (2)",1154
"7336","Both sexes","2011","Limerick City","Asia (2)",1071
"7337","Male","2011","Limerick City","Asia (2)",700
"7338","Female","2011","Limerick City","Asia (2)",371
"7339","Both sexes","2011","Limerick County","Asia (2)",1641
"7340","Male","2011","Limerick County","Asia (2)",858
"7341","Female","2011","Limerick County","Asia (2)",783
"7342","Both sexes","2011","North Tipperary","Asia (2)",475
"7343","Male","2011","North Tipperary","Asia (2)",248
"7344","Female","2011","North Tipperary","Asia (2)",227
"7345","Both sexes","2011","South Tipperary","Asia (2)",709
"7346","Male","2011","South Tipperary","Asia (2)",338
"7347","Female","2011","South Tipperary","Asia (2)",371
"7348","Both sexes","2011","Waterford","Asia (2)",1423
"7349","Male","2011","Waterford","Asia (2)",754
"7350","Female","2011","Waterford","Asia (2)",669
"7351","Both sexes","2011","Waterford City","Asia (2)",1089
"7352","Male","2011","Waterford City","Asia (2)",608
"7353","Female","2011","Waterford City","Asia (2)",481
"7354","Both sexes","2011","Waterford County","Asia (2)",334
"7355","Male","2011","Waterford County","Asia (2)",146
"7356","Female","2011","Waterford County","Asia (2)",188
"7357","Both sexes","2011","Connacht","Asia (2)",6035
"7358","Male","2011","Connacht","Asia (2)",3133
"7359","Female","2011","Connacht","Asia (2)",2902
"7360","Both sexes","2011","Galway","Asia (2)",3207
"7361","Male","2011","Galway","Asia (2)",1687
"7362","Female","2011","Galway","Asia (2)",1520
"7363","Both sexes","2011","Galway City","Asia (2)",2019
"7364","Male","2011","Galway City","Asia (2)",1126
"7365","Female","2011","Galway City","Asia (2)",893
"7366","Both sexes","2011","Galway County","Asia (2)",1188
"7367","Male","2011","Galway County","Asia (2)",561
"7368","Female","2011","Galway County","Asia (2)",627
"7369","Both sexes","2011","Leitrim","Asia (2)",269
"7370","Male","2011","Leitrim","Asia (2)",130
"7371","Female","2011","Leitrim","Asia (2)",139
"7372","Both sexes","2011","Mayo","Asia (2)",1230
"7373","Male","2011","Mayo","Asia (2)",629
"7374","Female","2011","Mayo","Asia (2)",601
"7375","Both sexes","2011","Roscommon","Asia (2)",503
"7376","Male","2011","Roscommon","Asia (2)",264
"7377","Female","2011","Roscommon","Asia (2)",239
"7378","Both sexes","2011","Sligo","Asia (2)",826
"7379","Male","2011","Sligo","Asia (2)",423
"7380","Female","2011","Sligo","Asia (2)",403
"7381","Both sexes","2011","Ulster (part of)","Asia (2)",2220
"7382","Male","2011","Ulster (part of)","Asia (2)",1121
"7383","Female","2011","Ulster (part of)","Asia (2)",1099
"7384","Both sexes","2011","Cavan","Asia (2)",644
"7385","Male","2011","Cavan","Asia (2)",330
"7386","Female","2011","Cavan","Asia (2)",314
"7387","Both sexes","2011","Donegal","Asia (2)",1172
"7388","Male","2011","Donegal","Asia (2)",587
"7389","Female","2011","Donegal","Asia (2)",585
"7390","Both sexes","2011","Monaghan","Asia (2)",404
"7391","Male","2011","Monaghan","Asia (2)",204
"7392","Female","2011","Monaghan","Asia (2)",200
"7393","Both sexes","2011","State","Other Oceanic countries (1)",177
"7394","Male","2011","State","Other Oceanic countries (1)",86
"7395","Female","2011","State","Other Oceanic countries (1)",91
"7396","Both sexes","2011","Leinster","Other Oceanic countries (1)",87
"7397","Male","2011","Leinster","Other Oceanic countries (1)",43
"7398","Female","2011","Leinster","Other Oceanic countries (1)",44
"7399","Both sexes","2011","Carlow","Other Oceanic countries (1)",NA
"7400","Male","2011","Carlow","Other Oceanic countries (1)",NA
"7401","Female","2011","Carlow","Other Oceanic countries (1)",NA
"7402","Both sexes","2011","Dublin","Other Oceanic countries (1)",54
"7403","Male","2011","Dublin","Other Oceanic countries (1)",28
"7404","Female","2011","Dublin","Other Oceanic countries (1)",26
"7405","Both sexes","2011","Dublin City","Other Oceanic countries (1)",26
"7406","Male","2011","Dublin City","Other Oceanic countries (1)",13
"7407","Female","2011","Dublin City","Other Oceanic countries (1)",13
"7408","Both sexes","2011","Dún Laoghaire-Rathdown","Other Oceanic countries (1)",8
"7409","Male","2011","Dún Laoghaire-Rathdown","Other Oceanic countries (1)",5
"7410","Female","2011","Dún Laoghaire-Rathdown","Other Oceanic countries (1)",3
"7411","Both sexes","2011","Fingal","Other Oceanic countries (1)",12
"7412","Male","2011","Fingal","Other Oceanic countries (1)",8
"7413","Female","2011","Fingal","Other Oceanic countries (1)",4
"7414","Both sexes","2011","South Dublin","Other Oceanic countries (1)",8
"7415","Male","2011","South Dublin","Other Oceanic countries (1)",2
"7416","Female","2011","South Dublin","Other Oceanic countries (1)",6
"7417","Both sexes","2011","Kildare","Other Oceanic countries (1)",6
"7418","Male","2011","Kildare","Other Oceanic countries (1)",3
"7419","Female","2011","Kildare","Other Oceanic countries (1)",3
"7420","Both sexes","2011","Kilkenny","Other Oceanic countries (1)",4
"7421","Male","2011","Kilkenny","Other Oceanic countries (1)",1
"7422","Female","2011","Kilkenny","Other Oceanic countries (1)",3
"7423","Both sexes","2011","Laois","Other Oceanic countries (1)",2
"7424","Male","2011","Laois","Other Oceanic countries (1)",1
"7425","Female","2011","Laois","Other Oceanic countries (1)",1
"7426","Both sexes","2011","Longford","Other Oceanic countries (1)",NA
"7427","Male","2011","Longford","Other Oceanic countries (1)",NA
"7428","Female","2011","Longford","Other Oceanic countries (1)",NA
"7429","Both sexes","2011","Louth","Other Oceanic countries (1)",2
"7430","Male","2011","Louth","Other Oceanic countries (1)",1
"7431","Female","2011","Louth","Other Oceanic countries (1)",1
"7432","Both sexes","2011","Meath","Other Oceanic countries (1)",11
"7433","Male","2011","Meath","Other Oceanic countries (1)",5
"7434","Female","2011","Meath","Other Oceanic countries (1)",6
"7435","Both sexes","2011","Offaly","Other Oceanic countries (1)",3
"7436","Male","2011","Offaly","Other Oceanic countries (1)",2
"7437","Female","2011","Offaly","Other Oceanic countries (1)",1
"7438","Both sexes","2011","Westmeath","Other Oceanic countries (1)",1
"7439","Male","2011","Westmeath","Other Oceanic countries (1)",1
"7440","Female","2011","Westmeath","Other Oceanic countries (1)",NA
"7441","Both sexes","2011","Wexford","Other Oceanic countries (1)",NA
"7442","Male","2011","Wexford","Other Oceanic countries (1)",NA
"7443","Female","2011","Wexford","Other Oceanic countries (1)",NA
"7444","Both sexes","2011","Wicklow","Other Oceanic countries (1)",4
"7445","Male","2011","Wicklow","Other Oceanic countries (1)",1
"7446","Female","2011","Wicklow","Other Oceanic countries (1)",3
"7447","Both sexes","2011","Munster","Other Oceanic countries (1)",54
"7448","Male","2011","Munster","Other Oceanic countries (1)",23
"7449","Female","2011","Munster","Other Oceanic countries (1)",31
"7450","Both sexes","2011","Clare","Other Oceanic countries (1)",4
"7451","Male","2011","Clare","Other Oceanic countries (1)",NA
"7452","Female","2011","Clare","Other Oceanic countries (1)",4
"7453","Both sexes","2011","Cork","Other Oceanic countries (1)",24
"7454","Male","2011","Cork","Other Oceanic countries (1)",10
"7455","Female","2011","Cork","Other Oceanic countries (1)",14
"7456","Both sexes","2011","Cork City","Other Oceanic countries (1)",7
"7457","Male","2011","Cork City","Other Oceanic countries (1)",4
"7458","Female","2011","Cork City","Other Oceanic countries (1)",3
"7459","Both sexes","2011","Cork County","Other Oceanic countries (1)",17
"7460","Male","2011","Cork County","Other Oceanic countries (1)",6
"7461","Female","2011","Cork County","Other Oceanic countries (1)",11
"7462","Both sexes","2011","Kerry","Other Oceanic countries (1)",11
"7463","Male","2011","Kerry","Other Oceanic countries (1)",7
"7464","Female","2011","Kerry","Other Oceanic countries (1)",4
"7465","Both sexes","2011","Limerick","Other Oceanic countries (1)",5
"7466","Male","2011","Limerick","Other Oceanic countries (1)",3
"7467","Female","2011","Limerick","Other Oceanic countries (1)",2
"7468","Both sexes","2011","Limerick City","Other Oceanic countries (1)",NA
"7469","Male","2011","Limerick City","Other Oceanic countries (1)",NA
"7470","Female","2011","Limerick City","Other Oceanic countries (1)",NA
"7471","Both sexes","2011","Limerick County","Other Oceanic countries (1)",5
"7472","Male","2011","Limerick County","Other Oceanic countries (1)",3
"7473","Female","2011","Limerick County","Other Oceanic countries (1)",2
"7474","Both sexes","2011","North Tipperary","Other Oceanic countries (1)",2
"7475","Male","2011","North Tipperary","Other Oceanic countries (1)",NA
"7476","Female","2011","North Tipperary","Other Oceanic countries (1)",2
"7477","Both sexes","2011","South Tipperary","Other Oceanic countries (1)",7
"7478","Male","2011","South Tipperary","Other Oceanic countries (1)",2
"7479","Female","2011","South Tipperary","Other Oceanic countries (1)",5
"7480","Both sexes","2011","Waterford","Other Oceanic countries (1)",1
"7481","Male","2011","Waterford","Other Oceanic countries (1)",1
"7482","Female","2011","Waterford","Other Oceanic countries (1)",NA
"7483","Both sexes","2011","Waterford City","Other Oceanic countries (1)",NA
"7484","Male","2011","Waterford City","Other Oceanic countries (1)",NA
"7485","Female","2011","Waterford City","Other Oceanic countries (1)",NA
"7486","Both sexes","2011","Waterford County","Other Oceanic countries (1)",1
"7487","Male","2011","Waterford County","Other Oceanic countries (1)",1
"7488","Female","2011","Waterford County","Other Oceanic countries (1)",NA
"7489","Both sexes","2011","Connacht","Other Oceanic countries (1)",30
"7490","Male","2011","Connacht","Other Oceanic countries (1)",17
"7491","Female","2011","Connacht","Other Oceanic countries (1)",13
"7492","Both sexes","2011","Galway","Other Oceanic countries (1)",11
"7493","Male","2011","Galway","Other Oceanic countries (1)",8
"7494","Female","2011","Galway","Other Oceanic countries (1)",3
"7495","Both sexes","2011","Galway City","Other Oceanic countries (1)",7
"7496","Male","2011","Galway City","Other Oceanic countries (1)",5
"7497","Female","2011","Galway City","Other Oceanic countries (1)",2
"7498","Both sexes","2011","Galway County","Other Oceanic countries (1)",4
"7499","Male","2011","Galway County","Other Oceanic countries (1)",3
"7500","Female","2011","Galway County","Other Oceanic countries (1)",1
"7501","Both sexes","2011","Leitrim","Other Oceanic countries (1)",2
"7502","Male","2011","Leitrim","Other Oceanic countries (1)",1
"7503","Female","2011","Leitrim","Other Oceanic countries (1)",1
"7504","Both sexes","2011","Mayo","Other Oceanic countries (1)",11
"7505","Male","2011","Mayo","Other Oceanic countries (1)",3
"7506","Female","2011","Mayo","Other Oceanic countries (1)",8
"7507","Both sexes","2011","Roscommon","Other Oceanic countries (1)",4
"7508","Male","2011","Roscommon","Other Oceanic countries (1)",3
"7509","Female","2011","Roscommon","Other Oceanic countries (1)",1
"7510","Both sexes","2011","Sligo","Other Oceanic countries (1)",2
"7511","Male","2011","Sligo","Other Oceanic countries (1)",2
"7512","Female","2011","Sligo","Other Oceanic countries (1)",NA
"7513","Both sexes","2011","Ulster (part of)","Other Oceanic countries (1)",6
"7514","Male","2011","Ulster (part of)","Other Oceanic countries (1)",3
"7515","Female","2011","Ulster (part of)","Other Oceanic countries (1)",3
"7516","Both sexes","2011","Cavan","Other Oceanic countries (1)",2
"7517","Male","2011","Cavan","Other Oceanic countries (1)",1
"7518","Female","2011","Cavan","Other Oceanic countries (1)",1
"7519","Both sexes","2011","Donegal","Other Oceanic countries (1)",4
"7520","Male","2011","Donegal","Other Oceanic countries (1)",2
"7521","Female","2011","Donegal","Other Oceanic countries (1)",2
"7522","Both sexes","2011","Monaghan","Other Oceanic countries (1)",NA
"7523","Male","2011","Monaghan","Other Oceanic countries (1)",NA
"7524","Female","2011","Monaghan","Other Oceanic countries (1)",NA
"7525","Both sexes","2011","State","America (2)",47116
"7526","Male","2011","State","America (2)",21824
"7527","Female","2011","State","America (2)",25292
"7528","Both sexes","2011","Leinster","America (2)",25926
"7529","Male","2011","Leinster","America (2)",12067
"7530","Female","2011","Leinster","America (2)",13859
"7531","Both sexes","2011","Carlow","America (2)",288
"7532","Male","2011","Carlow","America (2)",136
"7533","Female","2011","Carlow","America (2)",152
"7534","Both sexes","2011","Dublin","America (2)",17032
"7535","Male","2011","Dublin","America (2)",7875
"7536","Female","2011","Dublin","America (2)",9157
"7537","Both sexes","2011","Dublin City","America (2)",10053
